timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1646487648209,273,Requisição HTTP,200,,Grupo de Usuários 1-8,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,273,0,0
1646487648236,272,Requisição HTTP,200,,Grupo de Usuários 1-10,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,272,0,0
1646487648236,273,Requisição HTTP,200,,Grupo de Usuários 1-3,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,273,0,0
1646487648244,268,Requisição HTTP,200,,Grupo de Usuários 1-5,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,268,0,0
1646487648240,276,Requisição HTTP,200,,Grupo de Usuários 1-7,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,275,0,0
1646487648286,284,Requisição HTTP,200,,Grupo de Usuários 1-6,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,284,0,0
1646487648312,273,Requisição HTTP,200,,Grupo de Usuários 1-9,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,273,0,0
1646487648320,276,Requisição HTTP,200,,Grupo de Usuários 1-4,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,276,0,0
1646487648512,270,Requisição HTTP,200,,Grupo de Usuários 1-5,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,270,0,0
1646487648509,277,Requisição HTTP,200,,Grupo de Usuários 1-3,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,277,0,0
1646487648508,279,Requisição HTTP,200,,Grupo de Usuários 1-10,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,279,0,0
1646487648482,310,Requisição HTTP,200,,Grupo de Usuários 1-8,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,307,0,0
1646487648516,277,Requisição HTTP,200,,Grupo de Usuários 1-7,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,277,0,0
1646487648585,299,Requisição HTTP,200,,Grupo de Usuários 1-9,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,299,0,0
1646487648596,290,Requisição HTTP,200,,Grupo de Usuários 1-4,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,290,0,0
1646487648473,601,Requisição HTTP,200,,Grupo de Usuários 1-2,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,601,0,0
1646487648792,284,Requisição HTTP,200,,Grupo de Usuários 1-8,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,284,0,0
1646487648786,290,Requisição HTTP,200,,Grupo de Usuários 1-3,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,290,0,0
1646487648787,289,Requisição HTTP,200,,Grupo de Usuários 1-10,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,289,0,0
1646487648793,284,Requisição HTTP,200,,Grupo de Usuários 1-7,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,284,0,0
1646487648782,296,Requisição HTTP,200,,Grupo de Usuários 1-5,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,296,0,0
1646487648570,580,Requisição HTTP,200,,Grupo de Usuários 1-6,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,580,0,0
1646487648884,276,Requisição HTTP,200,,Grupo de Usuários 1-9,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,276,0,0
1646487648886,285,Requisição HTTP,200,,Grupo de Usuários 1-4,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,285,0,0
1646487648312,868,Requisição HTTP,200,,Grupo de Usuários 1-1,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,867,0,0
1646487649076,262,Requisição HTTP,200,,Grupo de Usuários 1-8,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,262,0,0
1646487649077,280,Requisição HTTP,200,,Grupo de Usuários 1-7,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,280,0,0
1646487649076,282,Requisição HTTP,200,,Grupo de Usuários 1-3,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,282,0,0
1646487649078,280,Requisição HTTP,200,,Grupo de Usuários 1-5,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,280,0,0
1646487649074,284,Requisição HTTP,200,,Grupo de Usuários 1-2,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,284,0,0
1646487649076,284,Requisição HTTP,200,,Grupo de Usuários 1-10,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,284,0,0
1646487649150,274,Requisição HTTP,200,,Grupo de Usuários 1-6,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,274,0,0
1646487649160,267,Requisição HTTP,200,,Grupo de Usuários 1-9,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,267,0,0
1646487649171,283,Requisição HTTP,200,,Grupo de Usuários 1-4,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,283,0,0
1646487649180,290,Requisição HTTP,200,,Grupo de Usuários 1-1,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,290,0,0
1646487649339,276,Requisição HTTP,200,,Grupo de Usuários 1-8,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,276,0,0
1646487649358,272,Requisição HTTP,200,,Grupo de Usuários 1-5,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,272,0,0
1646487649357,278,Requisição HTTP,200,,Grupo de Usuários 1-7,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,278,0,0
1646487649358,278,Requisição HTTP,200,,Grupo de Usuários 1-2,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,278,0,0
1646487649358,278,Requisição HTTP,200,,Grupo de Usuários 1-3,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,278,0,0
1646487649424,275,Requisição HTTP,200,,Grupo de Usuários 1-6,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,275,0,0
1646487649427,277,Requisição HTTP,200,,Grupo de Usuários 1-9,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,277,0,0
1646487649454,263,Requisição HTTP,200,,Grupo de Usuários 1-4,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,263,0,0
1646487649470,267,Requisição HTTP,200,,Grupo de Usuários 1-1,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,267,0,0
1646487649615,273,Requisição HTTP,200,,Grupo de Usuários 1-8,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,273,0,0
1646487649636,277,Requisição HTTP,200,,Grupo de Usuários 1-2,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,277,0,0
1646487649630,287,Requisição HTTP,200,,Grupo de Usuários 1-5,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,287,0,0
1646487649635,282,Requisição HTTP,200,,Grupo de Usuários 1-7,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,282,0,0
1646487649636,287,Requisição HTTP,200,,Grupo de Usuários 1-3,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,287,0,0
1646487649360,582,Requisição HTTP,200,,Grupo de Usuários 1-10,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,582,0,0
1646487649699,271,Requisição HTTP,200,,Grupo de Usuários 1-6,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,271,0,0
1646487649704,276,Requisição HTTP,200,,Grupo de Usuários 1-9,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,276,0,0
1646487649718,275,Requisição HTTP,200,,Grupo de Usuários 1-4,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,275,0,0
1646487649737,272,Requisição HTTP,200,,Grupo de Usuários 1-1,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,271,0,0
1646487649888,265,Requisição HTTP,200,,Grupo de Usuários 1-8,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,265,0,0
1646487649913,269,Requisição HTTP,200,,Grupo de Usuários 1-2,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,269,0,0
1646487649917,269,Requisição HTTP,200,,Grupo de Usuários 1-7,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,268,0,0
1646487649917,269,Requisição HTTP,200,,Grupo de Usuários 1-5,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,269,0,0
1646487649923,271,Requisição HTTP,200,,Grupo de Usuários 1-3,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,271,0,0
1646487649942,277,Requisição HTTP,200,,Grupo de Usuários 1-10,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,277,0,0
1646487649970,279,Requisição HTTP,200,,Grupo de Usuários 1-6,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,279,0,0
1646487649980,272,Requisição HTTP,200,,Grupo de Usuários 1-9,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,272,0,0
1646487649993,273,Requisição HTTP,200,,Grupo de Usuários 1-4,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,273,0,0
1646487650009,281,Requisição HTTP,200,,Grupo de Usuários 1-1,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,281,0,0
1646487650153,271,Requisição HTTP,200,,Grupo de Usuários 1-8,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,271,0,0
1646487650182,270,Requisição HTTP,200,,Grupo de Usuários 1-2,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,270,0,0
1646487650186,270,Requisição HTTP,200,,Grupo de Usuários 1-5,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,270,0,0
1646487650186,275,Requisição HTTP,200,,Grupo de Usuários 1-7,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,275,0,0
1646487650194,277,Requisição HTTP,200,,Grupo de Usuários 1-3,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,277,0,0
1646487650219,280,Requisição HTTP,200,,Grupo de Usuários 1-10,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,280,0,0
1646487650249,272,Requisição HTTP,200,,Grupo de Usuários 1-6,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,272,0,0
1646487650253,280,Requisição HTTP,200,,Grupo de Usuários 1-9,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,280,0,0
1646487650266,267,Requisição HTTP,200,,Grupo de Usuários 1-4,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,267,0,0
1646487650290,275,Requisição HTTP,200,,Grupo de Usuários 1-1,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,275,0,0
1646487650424,275,Requisição HTTP,200,,Grupo de Usuários 1-8,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,275,0,0
1646487650452,275,Requisição HTTP,200,,Grupo de Usuários 1-2,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,274,0,0
1646487650457,271,Requisição HTTP,200,,Grupo de Usuários 1-5,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,271,0,0
1646487650461,283,Requisição HTTP,200,,Grupo de Usuários 1-7,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,283,0,0
1646487650471,276,Requisição HTTP,200,,Grupo de Usuários 1-3,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,276,0,0
1646487650499,279,Requisição HTTP,200,,Grupo de Usuários 1-10,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,279,0,0
1646487650566,273,Requisição HTTP,200,,Grupo de Usuários 1-1,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,273,0,0
1646487650533,308,Requisição HTTP,200,,Grupo de Usuários 1-9,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,308,0,0
1646487650533,309,Requisição HTTP,200,,Grupo de Usuários 1-4,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,309,0,0
1646487650699,269,Requisição HTTP,200,,Grupo de Usuários 1-8,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,269,0,0
1646487650727,270,Requisição HTTP,200,,Grupo de Usuários 1-2,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,270,0,0
1646487650728,271,Requisição HTTP,200,,Grupo de Usuários 1-5,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,271,0,0
1646487650744,272,Requisição HTTP,200,,Grupo de Usuários 1-7,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,272,0,0
1646487650747,275,Requisição HTTP,200,,Grupo de Usuários 1-3,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,275,0,0
1646487650778,282,Requisição HTTP,200,,Grupo de Usuários 1-10,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,282,0,0
1646487650521,575,Requisição HTTP,200,,Grupo de Usuários 1-6,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,575,0,0
1646487650842,267,Requisição HTTP,200,,Grupo de Usuários 1-4,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,267,0,0
1646487650842,268,Requisição HTTP,200,,Grupo de Usuários 1-9,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,268,0,0
1646487650839,275,Requisição HTTP,200,,Grupo de Usuários 1-1,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,275,0,0
1646487650968,272,Requisição HTTP,200,,Grupo de Usuários 1-8,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,272,0,0
1646487650997,268,Requisição HTTP,200,,Grupo de Usuários 1-2,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,268,0,0
1646487650999,272,Requisição HTTP,200,,Grupo de Usuários 1-5,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,272,0,0
1646487651022,270,Requisição HTTP,200,,Grupo de Usuários 1-3,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,270,0,0
1646487651016,278,Requisição HTTP,200,,Grupo de Usuários 1-7,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,278,0,0
1646487651060,268,Requisição HTTP,200,,Grupo de Usuários 1-10,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,268,0,0
1646487651096,272,Requisição HTTP,200,,Grupo de Usuários 1-6,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,272,0,0
1646487651109,276,Requisição HTTP,200,,Grupo de Usuários 1-4,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,276,0,0
1646487651110,275,Requisição HTTP,200,,Grupo de Usuários 1-9,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,275,0,0
1646487651114,273,Requisição HTTP,200,,Grupo de Usuários 1-1,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,273,0,0
1646487651240,271,Requisição HTTP,200,,Grupo de Usuários 1-8,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,271,0,0
1646487651272,269,Requisição HTTP,200,,Grupo de Usuários 1-5,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,269,0,0
1646487651266,276,Requisição HTTP,200,,Grupo de Usuários 1-2,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,276,0,0
1646487651295,270,Requisição HTTP,200,,Grupo de Usuários 1-7,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,270,0,0
1646487651293,278,Requisição HTTP,200,,Grupo de Usuários 1-3,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,278,0,0
1646487651329,282,Requisição HTTP,200,,Grupo de Usuários 1-10,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,282,0,0
1646487651369,277,Requisição HTTP,200,,Grupo de Usuários 1-6,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,277,0,0
1646487651386,270,Requisição HTTP,200,,Grupo de Usuários 1-4,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,270,0,0
1646487651386,281,Requisição HTTP,200,,Grupo de Usuários 1-9,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,281,0,0
1646487651388,284,Requisição HTTP,200,,Grupo de Usuários 1-1,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,284,0,0
1646487651512,269,Requisição HTTP,200,,Grupo de Usuários 1-8,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,269,0,0
1646487651542,273,Requisição HTTP,200,,Grupo de Usuários 1-2,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,273,0,0
1646487651541,278,Requisição HTTP,200,,Grupo de Usuários 1-5,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,278,0,0
1646487651565,272,Requisição HTTP,200,,Grupo de Usuários 1-7,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,272,0,0
1646487651571,278,Requisição HTTP,200,,Grupo de Usuários 1-3,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,278,0,0
1646487651611,271,Requisição HTTP,200,,Grupo de Usuários 1-10,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,271,0,0
1646487651646,284,Requisição HTTP,200,,Grupo de Usuários 1-6,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,284,0,0
1646487651656,275,Requisição HTTP,200,,Grupo de Usuários 1-4,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,275,0,0
1646487651667,268,Requisição HTTP,200,,Grupo de Usuários 1-9,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,268,0,0
1646487651672,277,Requisição HTTP,200,,Grupo de Usuários 1-1,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,275,0,0
1646487651781,279,Requisição HTTP,200,,Grupo de Usuários 1-8,text,true,,344,141,10,10,https://voting-assembly.herokuapp.com/scheduler,279,0,0
1646487651819,265,Requisição HTTP,200,,Grupo de Usuários 1-5,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,265,0,0
1646487651815,274,Requisição HTTP,200,,Grupo de Usuários 1-2,text,true,,323,139,10,10,https://voting-assembly.herokuapp.com/session,274,0,0
1646487651849,275,Requisição HTTP,200,,Grupo de Usuários 1-3,text,true,,406,136,10,10,https://voting-assembly.herokuapp.com/vote,275,0,0
1646487651837,288,Requisição HTTP,200,,Grupo de Usuários 1-7,text,true,,344,141,9,9,https://voting-assembly.herokuapp.com/scheduler,287,0,0
1646487651882,271,Requisição HTTP,200,,Grupo de Usuários 1-10,text,true,,323,139,9,9,https://voting-assembly.herokuapp.com/session,271,0,0
1646487651930,265,Requisição HTTP,200,,Grupo de Usuários 1-6,text,true,,323,139,9,9,https://voting-assembly.herokuapp.com/session,265,0,0
1646487651932,264,Requisição HTTP,200,,Grupo de Usuários 1-4,text,true,,406,136,9,9,https://voting-assembly.herokuapp.com/vote,264,0,0
1646487651935,282,Requisição HTTP,200,,Grupo de Usuários 1-9,text,true,,406,136,8,8,https://voting-assembly.herokuapp.com/vote,280,0,0
1646487651949,271,Requisição HTTP,200,,Grupo de Usuários 1-1,text,true,,323,139,8,8,https://voting-assembly.herokuapp.com/session,271,0,0
1646487652060,277,Requisição HTTP,200,,Grupo de Usuários 1-8,text,true,,323,139,8,8,https://voting-assembly.herokuapp.com/session,277,0,0
1646487652084,273,Requisição HTTP,200,,Grupo de Usuários 1-5,text,true,,406,136,8,8,https://voting-assembly.herokuapp.com/vote,273,0,0
1646487652089,277,Requisição HTTP,200,,Grupo de Usuários 1-2,text,true,,406,136,7,7,https://voting-assembly.herokuapp.com/vote,277,0,0
1646487652125,274,Requisição HTTP,200,,Grupo de Usuários 1-7,text,true,,323,139,6,6,https://voting-assembly.herokuapp.com/session,274,0,0
1646487652153,275,Requisição HTTP,200,,Grupo de Usuários 1-10,text,true,,406,136,6,6,https://voting-assembly.herokuapp.com/vote,275,0,0
1646487652195,276,Requisição HTTP,200,,Grupo de Usuários 1-6,text,true,,406,136,6,6,https://voting-assembly.herokuapp.com/vote,276,0,0
1646487652220,271,Requisição HTTP,200,,Grupo de Usuários 1-1,text,true,,406,136,6,6,https://voting-assembly.herokuapp.com/vote,271,0,0
1646487652217,276,Requisição HTTP,200,,Grupo de Usuários 1-9,text,true,,344,141,5,5,https://voting-assembly.herokuapp.com/scheduler,276,0,0
1646487652337,268,Requisição HTTP,200,,Grupo de Usuários 1-8,text,true,,406,136,5,5,https://voting-assembly.herokuapp.com/vote,268,0,0
1646487652399,293,Requisição HTTP,200,,Grupo de Usuários 1-7,text,true,,406,136,4,4,https://voting-assembly.herokuapp.com/vote,293,0,0
1646487652429,277,Requisição HTTP,200,,Grupo de Usuários 1-10,text,true,,344,141,3,3,https://voting-assembly.herokuapp.com/scheduler,277,0,0
1646487652471,277,Requisição HTTP,200,,Grupo de Usuários 1-6,text,true,,344,141,3,3,https://voting-assembly.herokuapp.com/scheduler,277,0,0
1646487652494,268,Requisição HTTP,200,,Grupo de Usuários 1-9,text,true,,323,139,3,3,https://voting-assembly.herokuapp.com/session,268,0,0
1646487652707,267,Requisição HTTP,200,,Grupo de Usuários 1-10,text,true,,323,139,3,3,https://voting-assembly.herokuapp.com/session,267,0,0
1646487652748,273,Requisição HTTP,200,,Grupo de Usuários 1-6,text,true,,323,139,3,3,https://voting-assembly.herokuapp.com/session,273,0,0
1646487652762,273,Requisição HTTP,200,,Grupo de Usuários 1-9,text,true,,406,136,3,3,https://voting-assembly.herokuapp.com/vote,273,0,0
1646487652974,271,Requisição HTTP,200,,Grupo de Usuários 1-10,text,true,,406,136,2,2,https://voting-assembly.herokuapp.com/vote,271,0,0
1646487653021,269,Requisição HTTP,200,,Grupo de Usuários 1-6,text,true,,406,136,1,1,https://voting-assembly.herokuapp.com/vote,269,0,0
